"city","date","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","prcp_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum","lat","long","alt","bloom_doy","is_bloom","doy"
"Herzogenbuchsee",1962-04-13,"SZ000001940",9.5,3.5,7,"1962",4,13,-2.25,0.75,-297.755439263336,394.5,59.15,-1.5,-6.60543926333609,47.18465,7.702511,450,NA,0,103
"Zürich-MeteoSchweiz",1951-04-08,"SZ000003700",8.6,2.4,2.1,"1951",4,8,-2.8,0.3,-305.571468116985,611,55.6,-2.5,-116.571468116985,47.378142,8.565853,555,NA,0,98
"Herzogenbuchsee",1990-04-28,"SZ000001940",15.7,4,0,"1990",4,28,-2,3.85,-323.296421332411,330.6,238.8,1.85,147.053578667589,47.18465,7.702511,450,NA,0,118
"Zürich-Witikon",1967-04-01,"GME00127546",7.9,1.2,0,"1967",4,1,-3.35,0,-272.924048976842,322.5,56.75,-3.35,-20.0240489768417,47.3591,8.590272,620,NA,0,91
"Liestal",1995-04-17,"GME00127786",10.6,5.2,0.8,"1995",4,17,-1.4,1.3,-320.248422945261,617.8,145.1,-0.100000000000001,70.8015770547386,47.481403,7.730519,350,NA,0,107
"Unterseen",1972-04-20,"SZE00105086",13.8,4.3,0,"1972",4,20,-1.85,2.9,-381.715800012312,250.5,222.65,1.05,25.0841999876877,46.684958,7.854311,565,NA,0,111
"Rafz",1977-04-05,"GME00130618",10.6,2.5,0,"1977",4,5,-2.75,1.3,-294.078603202493,562.4,110.7,-1.45,-44.5786032024931,47.620414,8.542733,515,NA,0,95
"Locarno",1955-04-08,"SZ000009480",20.2,5.6,0,"1955",4,8,-1.2,6.1,-408.56547353846,636.7,164,4.9,54.6345264615403,46.169278,8.798214,200,NA,0,98
"Villnachern",1963-03-28,"GME00120934",-1.5,-3.8,4.2,"1963",3,28,0,0,-97.3115807745068,535,0,0,-54.5615807745068,47.470556,8.154928,415,NA,0,87
"Herzogenbuchsee",1953-03-29,"SZ000001940",21.1,4.6,0,"1953",3,29,-1.7,6.55,-283.157555974951,358,103,4.85,-51.9575559749514,47.18465,7.702511,450,NA,0,88
"Hochdorf",1987-04-14,"GME00129634",9.6,-3.5,0,"1987",4,14,-2.7175572519084,0.8,-274.579372898667,454.5,27.05,-1.9175572519084,-111.179372898667,47.166514,8.28935,490,NA,0,104
"Sarnen",2013-04-16,"GME00124522",23.3,11.7,0,"2013",4,16,0,9.5,-284.490223837876,524.3,80.7,9.5,2.30977616212449,46.894217,8.252236,500,NA,0,106
"Liestal",1980-03-26,"GME00127786",14.2,5.2,9.3,"1980",3,26,-1.4,3.1,-303.352003736429,476.6,47.55,1.7,-49.8020037364286,47.481403,7.730519,350,NA,0,86
"Silenen",2001-03-19,"GME00126514",6.8,1.1,0.4,"2001",3,19,-2.85,0,-247.019699629135,390.6,18.25,-2.85,-149.919699629135,46.782531,8.669625,510,NA,0,78
"Locarno",1997-04-16,"SZ000009480",15.9,6.4,0,"1997",4,16,-0.8,3.95,-258.431455425909,571.5,266.9,3.15,242.318544574091,46.169278,8.798214,200,NA,0,106
"Liestal",2007-04-20,"GME00127786",22.9,4.8,0,"2007",4,20,-1.6,7.45,-344.217486360726,435,257.8,5.85,228.232513639274,47.481403,7.730519,350,NA,0,110
"Orbe ",1960-04-08,"SZ000008440",20,3.9,0,"1960",4,8,-2.05,6,-374.50033746123,912.8,131.3,3.95,-130.00033746123,46.722633,6.536061,485,NA,0,99
"Diessenhofen",2014-03-25,"GME00131362",8.1,-0.1,0,"2014",3,25,-3.95060975609756,0.0499999999999998,-343.579548664206,382.7,79.9,-3.90060975609756,-108.529548664206,47.690281,8.744,410,NA,0,84
"Zürich-MeteoSchweiz",2015-03-20,"SZ000003700",14.6,3.4,0,"2015",3,20,-2.3,3.3,-228.427996410718,364.2,35.6,1,23.9720035892821,47.378142,8.565853,555,NA,0,79
"Orbe ",1980-04-18,"SZ000008440",17.3,8.6,0,"1980",4,18,0,4.95,-358.72609172086,649.4,98.05,4.95,-88.8260917208598,46.722633,6.536061,485,NA,0,109
"Boudry",1992-04-14,"SZE00116090",16.4,1.8,0.1,"1992",4,14,-3.1,4.2,-334.353523655923,375.4,88.2,1.1,-151.503523655923,46.949492,6.834386,450,NA,0,105
"Unterseen",1969-04-08,"SZE00105086",20.4,4.5,0,"1969",4,8,-1.75,6.2,-339.70851931306,266.8,107,4.45,-18.7585193130603,46.684958,7.854311,565,NA,0,98
"Unterseen",1994-04-19,"SZE00105086",13.6,6.6,0.4,"1994",4,19,-0.7,2.8,-387.710064798799,366.7,196,2.1,-42.5100647987995,46.684958,7.854311,565,NA,0,109
"Rafz",1962-04-18,"GME00130618",21,8,0,"1962",4,18,0,6.5,-348.954459970394,645.8,50.65,6.5,-129.754459970394,47.620414,8.542733,515,NA,0,108
"Muri, AG",2015-04-04,"GME00132346",6.3,1.6,14.1,"2015",4,4,-2.35,0,-298.701705006556,502.8,67.85,-2.35,42.298294993444,47.265317,8.332283,550,NA,0,94
"Laufenburg",1957-03-27,"GME00128542",18.7,5.5,10.4,"1957",3,27,-1.25,5.35,-314.742019968088,609.4,128.15,4.1,-69.092019968088,47.561031,8.063136,330,NA,0,86
"Herzogenbuchsee",2010-04-01,"SZ000001940",10,2.2,1.3,"2010",4,1,-2.9,1,-233.004888508843,383.8,89.05,-1.9,52.9451114911568,47.18465,7.702511,450,NA,0,91
"Hochdorf",1961-03-27,"GME00129634",8,1.9,0,"1961",3,27,-3.05,0,-312.549944746044,399.3,103.4,-3.05,-126.949944746044,47.166514,8.28935,490,NA,0,86
"Locarno",1972-04-03,"SZ000009480",21.8,7.9,0,"1972",4,3,-0.0500000000000007,6.9,-311.782012637294,742,139.65,6.85,85.0679873627058,46.169278,8.798214,200,NA,0,94
"Hochdorf",1998-04-10,"GME00129634",8.6,2.8,0.5,"1998",4,10,-2.6,0.3,-336.721594588191,391.8,99.85,-2.3,-118.921594588191,47.166514,8.28935,490,NA,0,100
"Villnachern",2012-03-22,"GME00120934",9.4,3.9,0,"2012",3,22,-2.05,0.7,-155.674164977484,798.9,0.7,-1.35,-74.7741649774843,47.470556,8.154928,415,NA,0,82
"Herzogenbuchsee",1956-04-08,"SZ000001940",10.7,-3.7,0,"1956",4,8,-2.62534722222222,1.35,-303.923283509967,205.8,74.1,-1.27534722222222,-83.4232835099668,47.18465,7.702511,450,NA,0,99
"Azmoos",2017-04-29,"GME00128830",12.7,-0.3,0,"2017",4,29,-3.85346153846154,2.35,-358.508918119858,644.1,186.35,-1.50346153846154,-65.3589181198581,47.076869,9.479753,480,NA,0,119
"Liestal",1955-04-15,"GME00127786",9.6,1.5,1.5,"1955",4,15,-3.25,0.8,-309.602363805007,517.6,112.95,-2.45,-15.4523638050068,47.481403,7.730519,350,NA,0,105
"Orbe ",1957-04-18,"SZ000008440",17.8,0,0,"1957",4,18,-4,4.9,-367.684639488391,945.4,184.85,0.9,-68.6846394883914,46.722633,6.536061,485,NA,0,108
"Sarnen",2008-04-14,"GME00124522",10.6,5.3,2.2,"2008",4,14,-1.35,1.3,-359.934596958692,294.2,146.3,-0.0499999999999998,-54.5345969586918,46.894217,8.252236,500,NA,0,105
"Zürich-MeteoSchweiz",1957-04-07,"SZ000003700",9.3,2.1,18.6,"1957",4,7,-2.95,0.65,-303.92752032638,471.6,144.1,-2.3,-57.3775203263797,47.378142,8.565853,555,NA,0,97
"Murg",2002-03-24,"GME00102404",5.6,0.8,0.1,"2002",3,24,-2.4,0,-218.088670496591,299.3,75,-2.4,88.8113295034091,47.108222,9.217372,500,NA,0,83
"Locarno",2006-03-23,"SZ000009480",14,5.4,1.8,"2006",3,23,-1.3,3,-285.287359068438,348.4,31.1,1.7,-9.88735906843751,46.169278,8.798214,200,NA,0,82
"Villnachern",1988-04-04,"GME00120934",5.4,-0.7,0,"1988",4,4,-2.39016393442623,0,-156.98299634894,1337.7,0,-2.39016393442623,-97.8329963489403,47.470556,8.154928,415,NA,0,95
"Jegenstorf II",1987-03-26,"FRM00007299",12.6,4,3,"1987",3,26,-2,2.3,-237.106477707587,462.6,48.55,0.299999999999999,195.893522292413,47.049108,7.507072,525,NA,0,85
"Boudry",1965-04-24,"SZE00116090",11.9,4.6,0.8,"1965",4,24,-1.7,1.95,-257.263313375598,398.4,90.7,0.25,-73.0633133755975,46.949492,6.834386,450,NA,0,114
"Liestal",2009-04-20,"GME00127786",21.1,7.5,0.3,"2009",4,20,-0.25,6.55,-295.456345789178,415.1,175,6.3,63.8936542108219,47.481403,7.730519,350,NA,0,110
"Villnachern",1988-03-20,"GME00120934",4.7,1.8,36.2,"1988",3,20,-1.45,0,-150.862471451947,1234.1,0,-1.45,-91.7124714519473,47.470556,8.154928,415,NA,0,80
"Unterseen",1976-04-13,"SZE00105086",17.9,2.7,0,"1976",4,13,-2.65,4.95,-392.13655059388,151.9,169.35,2.3,-64.4365505938799,46.684958,7.854311,565,NA,0,104
"Rafz",1966-03-29,"GME00130618",5.6,-0.1,4.4,"1966",3,29,-2.75087719298246,0,-346.762737697667,732.2,63.8,-2.75087719298246,-174.462737697667,47.620414,8.542733,515,NA,0,88
"Boudry",2014-03-29,"SZE00116090",15.8,0.2,0,"2014",3,29,-3.9,3.9,-324.583700162173,504.9,79.8,8.88178419700125e-16,-66.2337001621733,46.949492,6.834386,450,NA,0,88
"Unterseen",1957-03-23,"SZE00105086",17.2,5,13.8,"1957",3,23,-1.5,4.6,-347.562119459231,302.5,138,3.1,-77.0121194592306,46.684958,7.854311,565,NA,0,82
"Villnachern",1985-03-26,"GME00120934",3.6,-1.6,14.5,"1985",3,26,-1.24615384615385,0,-127.463989475403,783.1,0,-1.24615384615385,-70.5639894754028,47.470556,8.154928,415,NA,0,85
"Azmoos",2000-04-09,"GME00128830",16.2,-0.9,0,"2000",4,9,-3.57368421052632,4.1,-279.78746074096,780.3,66.7,0.526315789473683,-96.9874607409595,47.076869,9.479753,480,NA,0,100
"Hochdorf",1952-04-11,"GME00129634",20.4,1.1,0,"1952",4,11,-3.45,6.2,-333.618696712721,598.7,62.55,2.75,-162.568696712721,47.166514,8.28935,490,NA,0,102
"Zürich-MeteoSchweiz",1956-03-27,"SZ000003700",14.1,6,0.9,"1956",3,27,-1,3.05,-258.783273848068,357.3,39.65,2.05,-112.333273848068,47.378142,8.565853,555,NA,0,87
"Herzogenbuchsee",1952-03-23,"SZ000001940",14.9,7.4,0,"1952",3,23,-0.3,3.45,-294.822222724512,309.3,65.15,3.15,-75.1722227245125,47.18465,7.702511,450,NA,0,83
"Zürich-MeteoSchweiz",2003-04-03,"SZ000003700",5.8,0.2,0,"2003",4,3,-2.8,0,-229.030332789153,536.2,90.35,-2.8,1.76966721084658,47.378142,8.565853,555,NA,0,93
"Laufenburg",1979-04-12,"GME00128542",14.5,7.2,0,"1979",4,12,-0.399999999999999,3.25,-328.713641180748,702.7,63.35,2.85,-154.913641180748,47.561031,8.063136,330,NA,0,102
"Unterseen",1994-04-10,"SZE00105086",10.8,1.2,0.7,"1994",4,10,-3.4,1.4,-368.134464798799,357.7,174.05,-2,-44.8844647987995,46.684958,7.854311,565,NA,0,100
"Sarnen",2014-04-05,"GME00124522",13.1,8.9,1.3,"2014",4,5,0,3,-366.466068965184,442.2,179.45,3,80.1839310348156,46.894217,8.252236,500,NA,0,95
"Liestal",2011-04-18,"GME00127786",22.3,3.5,0,"2011",4,18,-2.25,7.15,-303.402680494934,443.4,237.2,4.9,125.747319505066,47.481403,7.730519,350,NA,0,108
"Orbe ",2001-04-04,"SZ000008440",15.4,6.1,15.7,"2001",4,4,-0.95,3.7,-277.691624377388,835.5,133.05,2.75,48.6083756226117,46.722633,6.536061,485,NA,0,94
"Zürich-MeteoSchweiz",1987-04-25,"SZ000003700",21.7,8.5,0,"1987",4,25,0,7.1,-253.719604445354,467,97.65,7.1,5.38039555464609,47.378142,8.565853,555,NA,0,115
"Murg",2013-04-01,"GME00102404",7.9,-1.2,0,"2013",4,1,-3.42912087912088,0,-234.718222355143,437.5,30.85,-3.42912087912088,-44.0182223551429,47.108222,9.217372,500,NA,0,91
"Locarno",1954-04-17,"SZ000009480",14.4,5.2,0,"1954",4,17,-1.4,3.2,-329.174306382397,753.9,204.9,1.8,165.825693617603,46.169278,8.798214,200,NA,0,107
"Rafz",1986-03-28,"GME00130618",11.2,0.5,3.2,"1986",3,28,-3.75,1.6,-261.558052613473,491.4,26.5,-2.15,-80.9580526134727,47.620414,8.542733,515,NA,0,87
"Herzogenbuchsee",2008-04-13,"SZ000001940",15.2,4.2,0.5,"2008",4,13,-1.9,3.6,-337.028800513349,241,128.2,1.7,-57.2788005133491,47.18465,7.702511,450,NA,0,104
"Diessenhofen",2015-03-16,"GME00131362",17.2,1.9,0,"2015",3,16,-3.05,4.6,-238.926969784758,297.5,28.1,1.55,-8.57696978475819,47.690281,8.744,410,NA,0,75
"Zürich-MeteoSchweiz",1951-04-14,"SZ000003700",8.4,4,0.9,"1951",4,14,-2,0.2,-324.38302169031,621.1,64.9,-1.8,-126.08302169031,47.378142,8.565853,555,NA,0,104
"Zürich-MeteoSchweiz",1961-04-19,"SZ000003700",19,5.6,0,"1961",4,19,-1.2,5.5,-317.922143496483,509.4,251.35,4.3,84.2278565035174,47.378142,8.565853,555,NA,0,109
"Boudry",1976-04-04,"SZE00116090",16.9,3.5,0.2,"1976",4,4,-2.25,4.45,-285.188449130486,254.2,69,2.2,-137.538449130486,46.949492,6.834386,450,NA,0,95
"Locarno",1997-04-08,"SZ000009480",12,6.2,0,"1997",4,8,-0.899999999999999,2,-251.781455425909,571.5,226.1,1.1,208.168544574091,46.169278,8.798214,200,NA,0,98
"Boudry",1980-03-18,"SZE00116090",11.6,-1.1,0,"1980",3,18,-3.49763779527559,1.8,-262.936141203096,475.2,11.15,-1.69763779527559,-129.986141203096,46.949492,6.834386,450,NA,0,78
"Laufenburg",1978-04-16,"GME00128542",6.8,-0.2,0,"1978",4,16,-3.30285714285714,0,-307.680339347846,652,78.75,-3.30285714285714,-44.0303393478456,47.561031,8.063136,330,NA,0,106
"Azmoos",2000-04-27,"GME00128830",21.4,8.6,0,"2000",4,27,0,7,-307.18746074096,827.3,138.6,7,-52.4874607409595,47.076869,9.479753,480,NA,0,118
"Orbe ",1956-04-16,"SZ000008440",13.9,9.4,7.1,"1956",4,16,0,3.65,-310.114665711106,786.5,121.15,3.65,-68.8646657111059,46.722633,6.536061,485,NA,0,107
"Locarno",1967-04-14,"SZ000009480",23,8,0,"1967",4,14,0,7.5,-362.737986766523,959.2,198.75,7.5,80.7620132334766,46.169278,8.798214,200,NA,0,104
"Locarno",1996-04-15,"SZ000009480",20.3,7.1,0,"1996",4,15,-0.449999999999999,6.15,-288.211320265873,476.5,119.95,5.7,121.138679734127,46.169278,8.798214,200,NA,0,106
"Zürich-Witikon",1959-04-18,"GME00127546",12,8.4,3,"1959",4,18,0,2.2,-315.101885676582,395.5,163.85,2.2,-63.7018856765817,47.3591,8.590272,620,NA,0,108
"Herzogenbuchsee",1984-03-30,"SZ000001940",8,2.3,0.1,"1984",3,30,-2.85,0,-300.219910955375,258.9,36.15,-2.85,-89.1199109553752,47.18465,7.702511,450,NA,0,90
"Boudry",1979-04-09,"SZE00116090",14.1,-1.1,0,"1979",4,9,-3.48980263157895,3.05,-307.648081941866,451.3,35.55,-0.439802631578948,-188.848081941866,46.949492,6.834386,450,NA,0,99
"Locarno",2008-03-20,"SZ000009480",12.6,4.7,0,"2008",3,20,-1.65,2.3,-286.455299376016,358.9,119.8,0.649999999999999,91.7447006239838,46.169278,8.798214,200,NA,0,80
"Jegenstorf II",2008-03-19,"FRM00007299",7.7,-4,0,"2008",3,19,-2.53376068376068,0,-325.251988805885,200.5,102.6,-2.53376068376068,-4.90198880588489,47.049108,7.507072,525,NA,0,79
"Locarno",2015-03-24,"SZ000009480",10.6,7.6,7.6,"2015",3,24,-0.2,1.3,-250.959498134637,1071.7,79,1.1,198.390501865363,46.169278,8.798214,200,NA,0,83
"Zürich-MeteoSchweiz",1976-04-24,"SZ000003700",2.7,0.3,7,"1976",4,24,-1.2,0,-299.249890873472,343.6,130.4,-1.2,-85.549890873472,47.378142,8.565853,555,NA,0,115
"Liestal",1957-04-22,"GME00127786",19.6,2.7,0,"1957",4,22,-2.65,5.8,-332.502501733719,442.2,210.55,3.15,5.54749826628118,47.481403,7.730519,350,NA,0,112
"Chur",2009-04-21,"GME00131314",21.5,10,0,"2009",4,21,0,7.75,-269.178866796685,367.1,142.35,7.75,8.32113320331513,46.868244,9.5419,640,NA,0,111
"Murg",1998-03-23,"GME00102404",5.4,-0.8,11.4,"1998",3,23,-2.35161290322581,0,-291.343854893152,294.9,67.5,-2.35161290322581,-76.493854893152,47.108222,9.217372,500,NA,0,82
"Sarnen",1968-04-22,"GME00124522",29,12.7,0,"1968",4,22,0,12.85,-284.882152201751,518.9,171.1,12.85,124.417847798249,46.894217,8.252236,500,NA,0,113
"Herzogenbuchsee",1989-04-30,"SZ000001940",11.6,1.5,0,"1989",4,30,-3.25,1.8,-357.580715745616,406.6,189.8,-1.45,2.71928425438418,47.18465,7.702511,450,NA,0,120
"Boudry",1988-03-24,"SZE00116090",8.8,4.9,7,"1988",3,24,-1.55,0.4,-272.594002334166,401.7,25.05,-1.15,-96.1440023341656,46.949492,6.834386,450,NA,0,84
"Edlibach",1979-04-25,"GME00129094",10.5,-1,0.8,"1979",4,25,-3.54347826086956,1.25,-336.087997294408,384.9,82.9,-2.29347826086956,-185.287997294408,47.179358,8.573208,750,NA,0,115
"Thusis",2015-03-27,"SZM00006796",5.4,-4,3.3,"2015",3,27,-1.55106382978723,0,-253.82032407102,282.9,26.15,-1.55106382978723,-103.22032407102,46.709511,9.44165,700,NA,0,86
"Hochdorf",1957-03-25,"GME00129634",11.5,-2,0,"1957",3,25,-3.14814814814815,1.75,-301.802819741232,361.4,77.9,-1.39814814814815,-143.102819741232,47.166514,8.28935,490,NA,0,84
"Murg",2008-03-16,"GME00102404",14,6.6,0.1,"2008",3,16,-0.700000000000001,3,-272.617538543353,192.4,65.05,2.3,-68.2675385433534,47.108222,9.217372,500,NA,0,76
"Boudry",2009-03-29,"SZE00116090",8.2,2.1,0.1,"2009",3,29,-2.95,0.0999999999999996,-246.209909853985,315.1,36.4,-2.85,-78.7099098539854,46.949492,6.834386,450,NA,0,88
"Murg",2005-04-22,"GME00102404",15.7,-0.2,0,"2005",4,22,-3.90125786163522,3.85,-245.103802609169,347.1,148.7,-0.0512578616352206,77.7461973908314,47.108222,9.217372,500,NA,0,112
"Orbe ",1965-03-17,"SZ000008440",14.5,-1.4,4.5,"1965",3,17,-3.36163522012579,3.25,-210.200480367174,326.7,13.45,-0.111635220125787,-85.5004803671738,46.722633,6.536061,485,NA,0,76
"Herzogenbuchsee",1983-04-12,"SZ000001940",8,2.9,0.6,"1983",4,12,-2.55,0,-285.217948685105,481.6,94.25,-2.55,-19.6679486851054,47.18465,7.702511,450,NA,0,102
"Villnachern",1963-04-16,"GME00120934",9,2.9,0.8,"1963",4,16,-2.55,0.5,-119.56254815181,585.8,0,-2.05,-74.7625481518102,47.470556,8.154928,415,NA,0,106
"Silenen",1996-03-28,"GME00126514",4.5,-4.7,0,"1996",3,28,-1.10054347826087,0,-148.685102677095,227.6,0,-1.10054347826087,-4.13510267709535,46.782531,8.669625,510,NA,0,88
"Zürich-Witikon",1985-03-18,"GME00127546",0.5,-2,11,"1985",3,18,-0.05,0,-223.413326769661,245.8,2.4,-0.05,-89.8133267696607,47.3591,8.590272,620,NA,0,77
"Domat ",1992-03-29,"GME00132694",3.5,-1,2.5,"1992",3,29,-1.36111111111111,0,-215.888179149874,345.6,19.2,-1.36111111111111,-124.288179149874,46.834311,9.457442,580,NA,0,89
"Orbe ",1997-04-12,"SZ000008440",13.1,4.1,0,"1997",4,12,-1.95,2.55,-340.807131834811,457.2,187.85,0.6,4.34286816518887,46.722633,6.536061,485,NA,0,102
"Boudry",2009-03-21,"SZE00116090",6.7,-3.6,0,"2009",3,21,-2.17912621359223,0,-226.826611233834,293.6,25.55,-2.17912621359223,-70.1766112338344,46.949492,6.834386,450,NA,0,80
"Locarno",1958-03-27,"SZ000009480",8.8,3.2,5.9,"1958",3,27,-2.4,0.4,-386.518256089585,665.5,115.7,-2,26.6817439104147,46.169278,8.798214,200,NA,0,86
"Murg",1979-04-07,"GME00102404",7.3,1,0.2,"1979",4,7,-3.15,0,-267.221074605211,406.6,46.8,-3.15,-139.671074605211,47.108222,9.217372,500,NA,0,97
"Laufenburg",1998-04-19,"GME00128542",10.5,1.1,3,"1998",4,19,-3.45,1.25,-380.987166490242,742.3,152.95,-2.2,-83.5371664902421,47.561031,8.063136,330,NA,0,109
"Orbe ",1994-04-09,"SZ000008440",8.1,3,7.1,"1994",4,9,-2.5,0.0499999999999998,-295.103665652968,575.9,137.9,-2.45,-48.7036656529684,46.722633,6.536061,485,NA,0,99
"Herzogenbuchsee",1954-04-16,"SZ000001940",7.7,1.6,1.1,"1954",4,16,-3.05,0,-358.817680940731,218.6,128.5,-3.05,-49.2176809407312,47.18465,7.702511,450,NA,0,106
"Orbe ",2017-04-14,"SZ000008440",20.8,3.7,0,"2017",4,14,-2.15,6.4,-343.790731148344,309.5,243.1,4.25,44.6592688516559,46.722633,6.536061,485,NA,0,104
"Orbe ",1963-03-20,"SZ000008440",5.7,3.5,10.8,"1963",3,20,-1.1,0,-207.844269620983,402.1,21.7,-1.1,-43.7442696209828,46.722633,6.536061,485,NA,0,79
"Edlibach",1992-03-28,"GME00129094",5.8,-1.2,0.7,"1992",3,28,-2.40285714285714,0,-271.867697198712,273.6,49.9,-2.40285714285714,-145.367697198712,47.179358,8.573208,750,NA,0,88
"Herzogenbuchsee",2007-03-29,"SZ000001940",14.7,3.3,0,"2007",3,29,-2.35,3.35,-279.152564252336,310.8,103.1,0.999999999999999,147.047435747664,47.18465,7.702511,450,NA,0,88
"Zürich-MeteoSchweiz",2002-04-09,"SZ000003700",12.1,1,0,"2002",4,9,-3.5,2.05,-228.873651607053,392.6,99.25,-1.45,107.426348392947,47.378142,8.565853,555,NA,0,99
"Zürich-MeteoSchweiz",1966-04-21,"SZ000003700",7.3,3.4,4.8,"1966",4,21,-1.95,0,-341.795991615166,682.8,156.6,-1.95,-68.0459916151662,47.378142,8.565853,555,NA,0,111
"Azmoos",1989-03-31,"GME00128830",21.5,6.6,0,"1989",3,31,-0.700000000000001,6.75,-263.664283353339,594.7,91.7,6.05,-29.4142833533395,47.076869,9.479753,480,90,1,90
"Azmoos",1990-03-24,"GME00128830",14.3,1.4,0.4,"1990",3,24,-3.3,3.15,-247.485982606452,494.3,119.2,-0.15,65.2140173935475,47.076869,9.479753,480,83,1,83
"Azmoos",1991-04-10,"GME00128830",17.3,2.8,0,"1991",4,10,-2.6,4.65,-238.29763649616,583.8,94,2.05,38.9523635038401,47.076869,9.479753,480,100,1,100
"Azmoos",1992-04-21,"GME00128830",17,1.4,0,"1992",4,21,-3.3,4.5,-332.96163107177,674.4,80.8,1.2,-144.66163107177,47.076869,9.479753,480,112,1,112
"Azmoos",1993-04-22,"GME00128830",23.8,9.3,0,"1993",4,22,0,8.55,-300.194619760179,776.2,118.55,8.55,-88.9446197601792,47.076869,9.479753,480,112,1,112
"Azmoos",1994-03-27,"GME00128830",9.8,0.5,0,"1994",3,27,-3.75,0.9,-244.484942222179,673.5,72.2,-2.85,-64.9849422221791,47.076869,9.479753,480,86,1,86
"Azmoos",1995-04-22,"GME00128830",20.7,8.8,0,"1995",4,22,0,6.75,-342.385951728619,778.4,106.15,6.75,-89.9359517286189,47.076869,9.479753,480,112,1,112
"Azmoos",1996-04-23,"GME00128830",24,11.9,2.8,"1996",4,23,0,9.95,-230.70020561901,531.5,99.65,9.95,65.1997943809904,47.076869,9.479753,480,114,1,114
"Azmoos",1997-04-01,"GME00128830",16.1,0.7,0,"1997",4,1,-3.65,4.05,-265.680282689657,599.9,92.9,0.400000000000001,-53.0302826896569,47.076869,9.479753,480,91,1,91
"Azmoos",1998-04-08,"GME00128830",12.2,4.3,0,"1998",4,8,-1.85,2.1,-328.631298914034,685.6,112.3,0.249999999999999,-82.581298914034,47.076869,9.479753,480,98,1,98
"Azmoos",1999-04-14,"GME00128830",13.5,1.8,0.3,"1999",4,14,-3.1,2.75,-268.049911588181,829.6,80.95,-0.350000000000001,-69.9999115881814,47.076869,9.479753,480,104,1,104
"Azmoos",2000-04-19,"GME00128830",13.7,5.2,0,"2000",4,19,-1.4,2.85,-299.58746074096,813.3,89.45,1.45,-94.0374607409595,47.076869,9.479753,480,110,1,110
"Azmoos",2001-04-25,"GME00128830",16.9,5.5,5,"2001",4,25,-1.25,4.45,-346.425499891545,913.7,105.3,3.2,-95.9254998915449,47.076869,9.479753,480,115,1,115
"Azmoos",2002-04-03,"GME00128830",19.2,4.3,0,"2002",4,3,-1.85,5.6,-249.834285598747,541.1,88.05,3.75,50.7657144012526,47.076869,9.479753,480,93,1,93
"Azmoos",2003-04-16,"GME00128830",20.7,4.9,0,"2003",4,16,-1.55,6.35,-303.188491044619,893.2,108.35,4.8,-58.3384910446191,47.076869,9.479753,480,106,1,106
"Azmoos",2004-04-16,"GME00128830",20.9,2.6,0,"2004",4,16,-2.7,6.45,-370.325705356221,707,114.95,3.75,-167.825705356221,47.076869,9.479753,480,107,1,107
"Azmoos",2005-04-15,"GME00128830",21.3,4.1,0,"2005",4,15,-1.95,6.65,-201.082351951739,484.8,119.25,4.7,82.9676480482613,47.076869,9.479753,480,105,1,105
"Azmoos",2006-04-24,"GME00128830",21.6,4.2,0,"2006",4,24,-1.9,6.8,-229.504340539432,564.3,98.8,4.9,15.0956594605676,47.076869,9.479753,480,114,1,114
"Azmoos",2007-04-13,"GME00128830",25.1,7.7,0,"2007",4,13,-0.150000000000002,8.55,-379.917501462187,502.4,149.4,8.4,-9.86750146218721,47.076869,9.479753,480,103,1,103
"Azmoos",2008-04-18,"GME00128830",15.9,2.5,0,"2008",4,18,-2.75,3.95,-362.309887043843,554.7,93.3,1.2,-161.659887043843,47.076869,9.479753,480,109,1,109
"Azmoos",2009-04-14,"GME00128830",21.1,3.2,0,"2009",4,14,-2.4,6.55,-283.380247691833,629,96.75,4.15,-54.4302476918328,47.076869,9.479753,480,104,1,104
"Azmoos",2010-04-13,"GME00128830",12.2,-0.8,0,"2010",4,13,-3.62461538461538,2.1,-300.304464807485,639.2,104.5,-1.52461538461538,-35.9044648074854,47.076869,9.479753,480,103,1,103
"Azmoos",2011-04-07,"GME00128830",24.4,6,0,"2011",4,7,-1,8.2,-290.807958599103,594,121.95,7.2,-25.6079585991027,47.076869,9.479753,480,97,1,97
"Azmoos",2012-04-10,"GME00128830",20.2,5.5,2.2,"2012",4,10,-1.25,6.1,-349.152929697488,521.1,123.2,4.85,-85.0029296974878,47.076869,9.479753,480,101,1,101
"Azmoos",2013-04-22,"GME00128830",11.7,7.4,0,"2013",4,22,-0.300000000000001,1.85,-279.743172666493,848.5,92.8,1.55,-44.2931726664931,47.076869,9.479753,480,112,1,112
"Azmoos",2014-04-04,"GME00128830",15.9,5.9,0,"2014",4,4,-1.05,3.95,-340.875630569034,456.6,119.45,2.9,-42.4756305690337,47.076869,9.479753,480,94,1,94
"Azmoos",2015-04-16,"GME00128830",22.7,12,2.5,"2015",4,16,0,9.35,-314.082388954971,625.4,117.3,9.35,14.2176110450291,47.076869,9.479753,480,106,1,106
"Azmoos",2016-04-06,"GME00128830",13.5,7.3,1.5,"2016",4,6,-0.350000000000001,2.75,-375.790967899649,607.8,102.15,2.4,-117.440967899649,47.076869,9.479753,480,97,1,97
