"State","Latitude","Longitude","Elevation_in_Meters","Species","Phenophase_Status","AGDD","Tmax","Tmin","year","month","day","date","doy"
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,7.2,1986,4,7,1986-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,10.6,1986,4,8,1986-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,6.7,1986,4,9,1986-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,3.3,1986,4,10,1986-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,2.8,1986,4,11,1986-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,1.7,1986,4,12,1986-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,2.2,1986,4,13,1986-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,2.2,1986,4,14,1986-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,5,1986,4,15,1986-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,7.2,1986,4,16,1986-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,4.4,1986,4,17,1986-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,5,1986,4,18,1986-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,1.7,1986,4,19,1986-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,6.7,1986,4,20,1986-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,10.6,1986,4,21,1986-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,5.6,1986,4,22,1986-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,0.6,1986,4,23,1986-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,2.2,1986,4,24,1986-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,4.4,1986,4,25,1986-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,4.4,1986,4,26,1986-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,7.8,1986,4,27,1986-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,8.3,1986,4,28,1986-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,10,1986,4,29,1986-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,10,1986,4,30,1986-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,-1.7,1987,3,1,1987-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,6.1,1987,3,2,1987-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,1.1,1987,3,3,1987-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,-0.6,1987,3,4,1987-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-6.1,1987,3,5,1987-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,-2.2,1987,3,6,1987-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,-0.6,1987,3,7,1987-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,2.2,1987,3,8,1987-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,9.4,1987,3,9,1987-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,-6.1,1987,3,10,1987-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-6.1,1987,3,11,1987-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5,-6.7,1987,3,12,1987-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-1.7,1987,3,13,1987-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.8,-3.3,1987,3,14,1987-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,-2.2,1987,3,15,1987-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5.6,-0.6,1987,3,16,1987-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,-2.8,1987,3,17,1987-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,-3.3,1987,3,18,1987-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,0,1987,3,19,1987-03-19,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,1.1,1987,3,20,1987-03-20,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,2.2,1987,3,21,1987-03-21,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,11.1,1987,3,22,1987-03-22,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,-0.6,1987,3,23,1987-03-23,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,1.1,1987,3,24,1987-03-24,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,2.2,1987,3,25,1987-03-25,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,6.1,1987,3,26,1987-03-26,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,6.1,1987,3,27,1987-03-27,86
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,21.1,8.9,1987,3,28,1987-03-28,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,6.1,1987,3,29,1987-03-29,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,8.9,1987,3,30,1987-03-30,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,11.1,1987,3,31,1987-03-31,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,-3.3,1987,4,1,1987-04-01,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,-1.1,1987,4,2,1987-04-02,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,1.1,1987,4,3,1987-04-03,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,1.7,1987,4,4,1987-04-04,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,0,1987,4,5,1987-04-05,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.8,-0.6,1987,4,6,1987-04-06,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,1.1,1987,4,7,1987-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,6.1,1987,4,8,1987-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,4.4,1987,4,9,1987-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,2.8,1987,4,10,1987-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,3.9,1987,4,11,1987-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,6.1,1987,4,12,1987-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,8.3,1987,4,13,1987-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,3.3,1987,4,14,1987-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,2.8,1987,4,15,1987-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,6.7,1987,4,16,1987-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,6.7,1987,4,17,1987-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,8.9,1987,4,18,1987-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,11.1,1987,4,19,1987-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,12.2,1987,4,20,1987-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,13.3,1987,4,21,1987-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,10.6,1987,4,22,1987-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,8.3,1987,4,23,1987-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,8.3,1987,4,24,1987-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,6.1,1987,4,25,1987-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,2.8,1987,4,26,1987-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,0,1987,4,27,1987-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,1.7,1987,4,28,1987-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,3.9,1987,4,29,1987-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,4.4,1987,4,30,1987-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,-2.8,1988,3,1,1988-03-01,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-4.4,1988,3,2,1988-03-02,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,-3.3,1988,3,3,1988-03-03,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,5,1988,3,4,1988-03-04,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-1.7,1988,3,5,1988-03-05,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-4.4,1988,3,6,1988-03-06,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,-6.7,1988,3,7,1988-03-07,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,-0.6,1988,3,8,1988-03-08,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,0,1988,3,9,1988-03-09,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,2.2,1988,3,10,1988-03-10,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,-1.7,1988,3,11,1988-03-11,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,2.8,1988,3,12,1988-03-12,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,7.2,1988,3,13,1988-03-13,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,1.1,1988,3,14,1988-03-14,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5,-2.8,1988,3,15,1988-03-15,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,3.3,-2.8,1988,3,16,1988-03-16,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-1.1,1988,3,17,1988-03-17,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-1.1,1988,3,18,1988-03-18,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,1.7,1988,3,19,1988-03-19,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,2.8,1988,3,20,1988-03-20,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-3.9,1988,3,21,1988-03-21,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.7,-7.2,1988,3,22,1988-03-22,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,-3.3,1988,3,23,1988-03-23,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,0.6,1988,3,24,1988-03-24,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,13.9,1988,3,25,1988-03-25,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,10,1988,3,26,1988-03-26,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,5.6,1988,3,27,1988-03-27,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,2.8,1988,3,28,1988-03-28,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,2.2,1988,3,29,1988-03-29,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,5.6,1988,3,30,1988-03-30,90
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,24.4,10,1988,3,31,1988-03-31,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,10,1988,4,1,1988-04-01,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,8.9,1988,4,2,1988-04-02,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,9.4,1988,4,3,1988-04-03,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,24.4,10,1988,4,4,1988-04-04,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,7.8,1988,4,5,1988-04-05,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,8.3,1988,4,6,1988-04-06,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,8.3,1988,4,7,1988-04-07,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,6.7,1988,4,8,1988-04-08,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,5,1988,4,9,1988-04-09,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,1.7,1988,4,10,1988-04-10,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,2.2,1988,4,11,1988-04-11,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,3.9,1988,4,12,1988-04-12,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,2.8,1988,4,13,1988-04-13,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,5.6,1988,4,14,1988-04-14,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,0,1988,4,15,1988-04-15,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,3.3,1988,4,16,1988-04-16,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,2.8,1988,4,17,1988-04-17,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,2.8,1988,4,18,1988-04-18,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,2.2,1988,4,19,1988-04-19,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,2.2,1988,4,20,1988-04-20,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,3.9,1988,4,21,1988-04-21,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,7.2,1988,4,22,1988-04-22,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,5.6,1988,4,23,1988-04-23,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,7.2,1988,4,24,1988-04-24,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,7.2,1988,4,25,1988-04-25,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,2.2,1988,4,26,1988-04-26,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,5.6,1988,4,27,1988-04-27,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,7.2,1988,4,28,1988-04-28,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,6.1,1988,4,29,1988-04-29,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,7.2,1988,4,30,1988-04-30,121
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,4.4,-2.8,1989,3,1,1989-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,2.8,1989,3,2,1989-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,-2.8,1989,3,3,1989-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.8,-1.1,1989,3,4,1989-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.1,0,1989,3,5,1989-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,1.1,1989,3,6,1989-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,-17.8,-12.8,1989,3,7,1989-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,-2.2,-6.7,1989,3,8,1989-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,-1.1,-11.7,1989,3,9,1989-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,4.4,0.6,1989,3,10,1989-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-2.8,1989,3,11,1989-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,0,1989,3,12,1989-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,-1.1,1989,3,13,1989-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,3.3,1989,3,14,1989-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,-5.6,1989,3,15,1989-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,2.2,1989,3,16,1989-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,10,1989,3,17,1989-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,1.1,1989,3,18,1989-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,9.4,1989,3,19,1989-03-19,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,-1.1,1989,3,20,1989-03-20,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-3.3,1989,3,21,1989-03-21,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-5.6,1989,3,22,1989-03-22,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-5,1989,3,23,1989-03-23,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,2.2,1989,3,24,1989-03-24,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.7,1.7,1989,3,25,1989-03-25,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,5,1989,3,26,1989-03-26,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,12.2,1989,3,27,1989-03-27,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,5.6,1989,3,28,1989-03-28,87
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,29.4,18.3,1989,3,29,1989-03-29,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,6.1,1989,3,30,1989-03-30,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,29.4,9.4,1989,3,31,1989-03-31,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,4.4,1989,4,1,1989-04-01,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-1.7,1989,4,2,1989-04-02,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,1.1,1989,4,3,1989-04-03,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,7.8,1989,4,4,1989-04-04,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,12.8,1989,4,5,1989-04-05,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,8.3,1989,4,6,1989-04-06,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,2.8,1989,4,7,1989-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,2.2,1989,4,8,1989-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,2.8,1989,4,9,1989-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,2.8,1989,4,10,1989-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,0.6,1989,4,11,1989-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,-2.2,1989,4,12,1989-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,-1.1,1989,4,13,1989-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,-1.1,1989,4,14,1989-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,0.6,1989,4,15,1989-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,13.9,1989,4,16,1989-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,3.9,1989,4,17,1989-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,7.8,1989,4,18,1989-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.2,10.6,1989,4,19,1989-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,2.8,1989,4,20,1989-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,4.4,1989,4,21,1989-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,5,1989,4,22,1989-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,0.6,1989,4,23,1989-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,2.2,1989,4,24,1989-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,4.4,1989,4,25,1989-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,7.8,1989,4,26,1989-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,7.8,1989,4,27,1989-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,9.4,1989,4,28,1989-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,12.2,1989,4,29,1989-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,10.6,1989,4,30,1989-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-1.1,1990,3,1,1990-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-1.7,1990,3,2,1990-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,4.4,1990,3,3,1990-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,-1.1,1990,3,4,1990-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.1,-4.4,1990,3,5,1990-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,-2.8,1990,3,6,1990-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,-6.1,1990,3,7,1990-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,4.4,-7.2,1990,3,8,1990-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,-7.2,1990,3,9,1990-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,4.4,1990,3,10,1990-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,8.3,1990,3,11,1990-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,8.9,1990,3,12,1990-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.7,11.1,1990,3,13,1990-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30.6,11.7,1990,3,14,1990-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,31.1,12.2,1990,3,15,1990-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.8,17.8,1990,3,16,1990-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.8,18.9,1990,3,17,1990-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,10,1990,3,18,1990-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,5,1990,3,19,1990-03-19,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,2.8,1990,3,20,1990-03-20,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,3.3,0.6,1990,3,21,1990-03-21,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,-0.6,1990,3,22,1990-03-22,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,1.1,1990,3,23,1990-03-23,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,5.6,1990,3,24,1990-03-24,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,2.2,0,1990,3,25,1990-03-25,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,0,1990,3,26,1990-03-26,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,0,1990,3,27,1990-03-27,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-3.3,1990,3,28,1990-03-28,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,-0.6,1990,3,29,1990-03-29,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,5,1990,3,30,1990-03-30,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.8,4.4,1990,3,31,1990-03-31,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,5.6,1990,4,1,1990-04-01,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,7.8,1990,4,2,1990-04-02,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,8.9,1990,4,3,1990-04-03,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,2.8,1990,4,4,1990-04-04,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,3.9,1990,4,5,1990-04-05,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,8.3,1990,4,6,1990-04-06,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,1.1,1990,4,7,1990-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,-2.2,1990,4,8,1990-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,-0.6,1990,4,9,1990-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,11.7,1990,4,10,1990-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,12.8,1990,4,11,1990-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,2.8,1990,4,12,1990-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,-2.8,1990,4,13,1990-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,-2.2,1990,4,14,1990-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5.6,20.6,1990,4,15,1990-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,5.6,1990,4,16,1990-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,6.1,1990,4,17,1990-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,2.8,1990,4,18,1990-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,0,1990,4,19,1990-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,1.1,1990,4,20,1990-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,10,1990,4,21,1990-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,7.8,1990,4,22,1990-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,7.8,1990,4,23,1990-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,7.8,1990,4,24,1990-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.8,8.3,1990,4,25,1990-04-25,115
